,Substrate,Phosphosite,Control_mean,Inhibitor_mean,Fold_change,p_value,ctrlCV,treatCV,Kinase
2214,CELF1,S28,671143837.0,426836584.0,0.635983765,0.044781681,0.15754915,0.303941374,Akt1
2219,CENPA,S19,265609871.4,520968836.3,1.961406154,0.10270435,0.619298936,0.308270665,CDK2
2258,CEP131,S47,2916700428.0,2343686303.0,0.803540288,0.258644337,0.26339329300000003,0.08807160900000001,MAPKAPK2
2259,CEP131,S78,2749931.0510000004,2799544.875,1.018041843,0.989062087,1.732050808,1.3113445959999999,MAPKAPK2
2311,CEP76,S83,59824203.84,134421486.4,2.246941502,0.144206591,0.659096105,0.49172530600000003,CDK2
2332,CFL1,S3,1174800464.0,1232932944.0,1.049482855,0.659563094,0.092835374,0.15252185,TESK1
2332,CFL1,S3,1174800464.0,1232932944.0,1.049482855,0.659563094,0.092835374,0.15252185,PRKD1
2332,CFL1,S3,1174800464.0,1232932944.0,1.049482855,0.659563094,0.092835374,0.15252185,LIMK2
2332,CFL1,S3,1174800464.0,1232932944.0,1.049482855,0.659563094,0.092835374,0.15252185,LIMK1
2337,CGN,S131,1474967750.0,1804189357.0,1.22320597,0.019525913,0.074452032,0.079303064,AMPKA1
2471,CIC,S173,1483935290.0,852352390.9,0.574386496,0.062985055,0.24173979,0.37461194299999995,p90RSK
2471,CIC,S173,1483935290.0,852352390.9,0.574386496,0.062985055,0.24173979,0.37461194299999995,RSK2
2492,CKAP2,T623,5606782.93,9730771.659,1.73553565,0.72606362,1.732050808,1.732050808,CDK1
2544,CLIP1,S1364,1378531087.0,1330896301.0,0.9654452579999999,0.628293993,0.090551271,0.07733810599999999,CK2A1
2544,CLIP1,S1364,1378531087.0,1330896301.0,0.9654452579999999,0.628293993,0.090551271,0.07733810599999999,PLK1
2561,CLK3,S157,1965980845.0,1988316647.0,1.011361149,0.8881091240000001,0.088515409,0.09955223699999999,Chk1
2650,COL4A3BP,S132,602637958.1,624237178.3,1.035841121,0.732449855,0.101575405,0.135554247,CK1G2
2650,COL4A3BP,S132,602637958.1,624237178.3,1.035841121,0.732449855,0.101575405,0.135554247,PRKD1
2747,CRMP1,S522,1341278169.0,2522742907.0,1.880849899,0.0028665690000000002,0.14361554199999998,0.149002011,CDK5
2747,CRMP1,S522,1341278169.0,2522742907.0,1.880849899,0.0028665690000000002,0.14361554199999998,0.149002011,DYRK2
2748,CRMP1,T509,4592349.331,83896267.32,18.26870329,0.034549891,1.732050808,0.593960398,CDK2
2748,CRMP1,T509,4592349.331,83896267.32,18.26870329,0.034549891,1.732050808,0.593960398,CDK5
2790,CSNK2B,S209,672139645.1,15548361.17,0.023132635,0.13074153300000002,0.966891825,0.635792487,CDK1
2815,CTDP1,S740,524930569.4,739512728.1,1.4087819819999998,0.065934725,0.27516340699999997,0.109488806,CK2A1
2823,CTNNA1,S641,7788649075.0,7997286676.0,1.026787393,0.8544895090000001,0.043382784,0.232214273,CK2A1
2826,CTNNB1,S191,2353983147.0,3119006432.0,1.324990978,0.280193812,0.327210933,0.25917642,CDK5
2827,CTNNB1,S552,37487754291.0,51309149545.0,1.3686909369999998,0.237067595,0.08784135300000001,0.349421231,CAMK2A
2827,CTNNB1,S552,37487754291.0,51309149545.0,1.3686909369999998,0.237067595,0.08784135300000001,0.349421231,PKACA
2827,CTNNB1,S552,37487754291.0,51309149545.0,1.3686909369999998,0.237067595,0.08784135300000001,0.349421231,Akt2
2827,CTNNB1,S552,37487754291.0,51309149545.0,1.3686909369999998,0.237067595,0.08784135300000001,0.349421231,Akt1
2828,CTNNB1,S675,5444354.67,3139263.327,0.576608894,0.494240678,0.825441192,1.0028530629999999,PKACA
2828,CTNNB1,S675,5444354.67,3139263.327,0.576608894,0.494240678,0.825441192,1.0028530629999999,PAK4
2828,CTNNB1,S675,5444354.67,3139263.327,0.576608894,0.494240678,0.825441192,1.0028530629999999,MEKK2
2828,CTNNB1,S675,5444354.67,3139263.327,0.576608894,0.494240678,0.825441192,1.0028530629999999,PAK1
2838,CTNND1,S879,507096628.8,241167744.6,0.475585383,0.012034715,0.23712476600000001,0.20105675899999997,PKCA
2851,CTPS2,S568,138582799.5,0.0,0.0,0.355917684,1.732050808,0.0,CK1A
2864,CTTN,S261,717166557.9,298364004.6,0.416031675,0.197215605,0.6428656460000001,0.65053464,PKCI
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,PKCD
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,ERK1
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,CDK1
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,CDK2
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,ERK2
2865,CTTN,S405,3369920671.0,3430453257.0,1.017962615,0.871958565,0.033989894,0.178621977,PAK1
2866,CTTN,S418,3967514982.0,3520241192.0,0.8872660109999999,0.30344546899999997,0.104735405,0.155919314,ERK1
2866,CTTN,S418,3967514982.0,3520241192.0,0.8872660109999999,0.30344546899999997,0.104735405,0.155919314,ERK2
2866,CTTN,S418,3967514982.0,3520241192.0,0.8872660109999999,0.30344546899999997,0.104735405,0.155919314,PAK1
2867,CTTN,T401,3369920671.0,3432106789.0,1.018453288,0.868819876,0.033989894,0.178990708,AMPKA1
2870,CTTN,Y421,3187763331.0,3761385311.0,1.1799449709999998,0.23595201300000002,0.21607368600000001,0.081867757,Syk
2870,CTTN,Y421,3187763331.0,3761385311.0,1.1799449709999998,0.23595201300000002,0.21607368600000001,0.081867757,Pyk2
2881,CUEDC2,S110,295173138.1,777879379.5,2.635332553,0.045256422000000004,0.603229375,0.359783471,CDK1
2892,CUX1,S1270,4552896401.0,4850088870.0,1.065275474,0.26581407100000004,0.025901161000000002,0.083017148,PKACA
2907,CXCR4,S324,20002227.86,1041071277.0,52.04776611,0.153758712,1.0507709170000001,1.04059471,PKCD
2907,CXCR4,S324,20002227.86,1041071277.0,52.04776611,0.153758712,1.0507709170000001,1.04059471,GRK6
2915,CYBA,T147,15115884.47,27219908.92,1.800748674,0.094183368,0.475259792,0.284046876,PKCD
2915,CYBA,T147,15115884.47,27219908.92,1.800748674,0.094183368,0.475259792,0.284046876,PKCA
2930,DAP,S51,2233852251.0,1541455493.0,0.69004362,0.326107312,0.38230533200000005,0.471763004,mTOR
2933,DAPK3,S311,3027317.713,4754839.517,1.5706443680000002,0.6894483840000001,1.732050808,1.016882061,DAPK3
2987,DCK,S74,250119662.2,237808224.2,0.950777808,0.869582277,0.203701031,0.47744608200000005,CK1D
2987,DCK,S74,250119662.2,237808224.2,0.950777808,0.869582277,0.203701031,0.47744608200000005,ATR
2987,DCK,S74,250119662.2,237808224.2,0.950777808,0.869582277,0.203701031,0.47744608200000005,ATM
2996,DCP1A,S315,30665656.69,27045285.52,0.88194053,0.8763902659999999,0.9571383370000001,0.9288661090000001,JNK1
3021,DDA1,S33,1086466863.0,747483442.4,0.6879946990000001,0.284433318,0.19257027100000002,0.606951447,AurB
3057,DDX24,S82,145086200.1,330206326.5,2.275932006,0.030177713999999998,0.718342252,0.13628790699999999,Chk1
3065,DDX3X,S102,356034.6353,0.0,0.0,0.136883445,1.009055636,0.0,IKKE
3066,DDX3X,S594,135103352.9,22079088.45,0.16342369,0.122345564,0.8006373640000001,0.569924997,AurB
3068,DDX3Y,S592,7266787925.0,9560578532.0,1.31565399,0.029686457000000003,0.159887963,0.08177931599999999,AurB
3241,DLGAP5,S725,71047650.72,215591877.0,3.0344687660000003,0.0025452310000000002,0.429161929,0.186417395,AurA
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,PKCD
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,ERK1
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,CDK1
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,CDK2
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,ERK2
3293,DNM1L,S616,22194977332.0,31028367020.0,1.39799048,0.17719125,0.25146324600000003,0.267732969,CDK5
3297,DNMT1,S127,18621889371.0,22761995764.0,1.222324723,0.006596146999999999,0.065313279,0.056074862999999996,CDK4
3298,DNMT1,S143,1285896642.0,486271400.0,0.378157454,0.323303272,0.998892013,0.173467738,Akt1
3300,DNMT1,S714,906078785.1,1209489099.0,1.334860852,0.048151459,0.163951128,0.125468313,mTOR
3301,DNMT1,S954,72704255.27,531317.3392,0.007307926,0.136517855,1.000473054,1.732050808,CDK4
3390,DPYSL2,S522,506154597.8,326604775.1,0.645266835,0.489266839,0.818048448,0.254356615,CDK5
3390,DPYSL2,S522,506154597.8,326604775.1,0.645266835,0.489266839,0.818048448,0.254356615,DYRK2
3391,DPYSL2,T509,1201367041.0,1928768228.0,1.605477895,0.014631116999999999,0.100892253,0.182004377,GSK3B
3393,DPYSL2,T514,194899132.0,41467006.77,0.212761372,0.22866404899999998,0.994796195,1.00074879,GSK3B
3396,DPYSL3,S522,1865126764.0,2244013125.0,1.2031424179999999,0.113360645,0.09010922099999999,0.138945995,CDK5
3396,DPYSL3,S522,1865126764.0,2244013125.0,1.2031424179999999,0.113360645,0.09010922099999999,0.138945995,DYRK2
3397,DPYSL3,T509,172171776.8,197038061.0,1.14442718,0.72248756,0.172276437,0.567546989,GSK3B
3407,DSN1,S109,350563251.9,377530914.3,1.076926667,0.580942941,0.179185818,0.13155614599999998,AurB
3504,ECE1,S36,15757273.15,0.0,0.0,0.062295605,0.7577191959999999,0.0,CK1A
3516,EDC3,S161,3358542915.0,909977181.0,0.27094403899999997,4.39e-07,0.025886443,0.178332532,Akt2
3516,EDC3,S161,3358542915.0,909977181.0,0.27094403899999997,4.39e-07,0.025886443,0.178332532,Akt1
3550,EEF1D,S133,247745000000.0,271463000000.0,1.095733247,0.542529465,0.12411889999999999,0.205283021,CDK1
3551,EEF1D,S162,218892000000.0,197103000000.0,0.900459415,0.637960965,0.260032861,0.25691602399999997,CK2A1
3563,EEF2,S595,247607234.4,32092385.95,0.12961005,0.20024104899999998,1.023408596,1.732050808,CDK2
3564,EEF2,T435,3476776995.0,3072970649.0,0.883856127,0.225612194,0.121779253,0.097085191,CDK2
3565,EEF2,T57,2935668344.0,9398134520.0,3.2013611280000003,0.002390284,0.224674508,0.22635047100000003,EEF2K
3570,EEF2K,S72,2317355710.0,6333715.679,0.002733165,0.00020135200000000002,0.21549109,1.016814192,mTOR
3571,EEF2K,S74,5779041921.0,298196743.9,0.051599685,0.000176135,0.199503707,0.293027889,mTOR
3582,EFHD2,S74,2200646590.0,1820735979.0,0.827364097,0.146599329,0.150834115,0.117374906,CDK1
3582,EFHD2,S74,2200646590.0,1820735979.0,0.827364097,0.146599329,0.150834115,0.117374906,CDK5
3589,EGLN1,S125,3998593513.0,4869098579.0,1.217702815,0.026811114,0.09686513599999999,0.07041446,p70S6K
3631,EIF2S2,S2,8480297.427000001,19509089.77,2.30051952,0.266310754,1.547962546,0.430849979,CK2A1
3673,EIF4A3,T163,583512918.7,840690700.7,1.440740511,0.000550618,0.040963891,0.07420383,CDK2
3679,EIF4B,S406,30981431641.0,24834313428.0,0.8015870190000001,0.020792971,0.062372624,0.113681255,MELK
3686,EIF4EBP1,S101,451405672.9,202501754.9,0.448602592,0.249480253,0.709271723,0.537274351,DYRK2
3687,EIF4EBP1,S65,1823504931.0,456584578.9,0.250388453,2.0399999999999998e-05,0.08946326800000001,0.243737912,ERK1
3687,EIF4EBP1,S65,1823504931.0,456584578.9,0.250388453,2.0399999999999998e-05,0.08946326800000001,0.243737912,GSK3B
3687,EIF4EBP1,S65,1823504931.0,456584578.9,0.250388453,2.0399999999999998e-05,0.08946326800000001,0.243737912,ERK2
3687,EIF4EBP1,S65,1823504931.0,456584578.9,0.250388453,2.0399999999999998e-05,0.08946326800000001,0.243737912,mTOR
3687,EIF4EBP1,S65,1823504931.0,456584578.9,0.250388453,2.0399999999999998e-05,0.08946326800000001,0.243737912,DYRK2
3690,EIF4EBP1,T46,2527925712.0,430001575.1,0.170100558,0.000644268,0.211475763,0.396899833,GSK3B
3690,EIF4EBP1,T46,2527925712.0,430001575.1,0.170100558,0.000644268,0.211475763,0.396899833,ERK2
3690,EIF4EBP1,T46,2527925712.0,430001575.1,0.170100558,0.000644268,0.211475763,0.396899833,mTOR
3692,EIF4EBP1,T70,4961315473.0,2115521629.0,0.42640336799999995,0.006557686,0.233000992,0.169522345,CDK1
3692,EIF4EBP1,T70,4961315473.0,2115521629.0,0.42640336799999995,0.006557686,0.233000992,0.169522345,GSK3B
3692,EIF4EBP1,T70,4961315473.0,2115521629.0,0.42640336799999995,0.006557686,0.233000992,0.169522345,ERK2
3692,EIF4EBP1,T70,4961315473.0,2115521629.0,0.42640336799999995,0.006557686,0.233000992,0.169522345,mTOR
3692,EIF4EBP1,T70,4961315473.0,2115521629.0,0.42640336799999995,0.006557686,0.233000992,0.169522345,Cot
3716,EIF4ENIF1,S587,39744569.05,33357918.95,0.839307602,0.649762697,0.199844204,0.652065865,JNK1
3731,EIF4G1,S1231,9511313220.0,15188077857.0,1.596843412,0.000466353,0.083554963,0.078263499,CDK1
3739,EIF4G3,S1156,914519268.4,951479313.4,1.040414725,0.689057499,0.08723669199999999,0.13646277199999998,CAMK1A
3739,EIF4G3,S1156,914519268.4,951479313.4,1.040414725,0.689057499,0.08723669199999999,0.13646277199999998,CAMK1G
3739,EIF4G3,S1156,914519268.4,951479313.4,1.040414725,0.689057499,0.08723669199999999,0.13646277199999998,CAMK1B
3747,EIF5,S389,645904391.8,820065118.8,1.269638555,0.286713115,0.38352511200000006,0.088048431,CK2A1
3748,EIF5,S390,645904391.8,820065118.8,1.269638555,0.286713115,0.38352511200000006,0.088048431,CK2A1
3772,ELAVL1,S202,4250926177.0,5293823780.0,1.245334207,0.043225072,0.022263462,0.13237138099999998,CDK1
3772,ELAVL1,S202,4250926177.0,5293823780.0,1.245334207,0.043225072,0.022263462,0.13237138099999998,CDK2
3772,ELAVL1,S202,4250926177.0,5293823780.0,1.245334207,0.043225072,0.022263462,0.13237138099999998,CDK5
3794,EML3,S176,68001572.41,4378800.768,0.06439264,0.158815981,1.001180307,1.732050808,Chk1
3804,EMSY,S209,2289213973.0,2272991708.0,0.992913609,0.9445231,0.073458835,0.153489996,PKACA
3804,EMSY,S209,2289213973.0,2272991708.0,0.992913609,0.9445231,0.073458835,0.153489996,Akt1
3806,EMSY,T207,2236094638.0,2272991708.0,1.016500675,0.8697775870000001,0.059680290999999996,0.153489996,PKACA
3806,EMSY,T207,2236094638.0,2272991708.0,1.016500675,0.8697775870000001,0.059680290999999996,0.153489996,Akt1
3914,EPRS,S886,127106924.6,38556833.19,0.30334172,0.002510671,0.116877383,0.700347013,CDK5
3917,EPS15,S796,249127464.9,339330117.9,1.362074302,0.173571525,0.37200899600000004,0.119778596,P38A
3939,ERBB2,T701,53828208.31,66070078.83,1.2274248190000001,0.712708015,0.7198948390000001,0.588830353,ERK1
3939,ERBB2,T701,53828208.31,66070078.83,1.2274248190000001,0.712708015,0.7198948390000001,0.588830353,ERK2
3967,ERF,S161,43846512.05,21280618.8,0.485343481,0.27438860600000003,0.5371240070000001,1.052258653,ERK2
3980,ERRFI1,S251,1844492550.0,1098137673.0,0.595360319,0.17483569,0.30996047,0.560696547,Chk1
3981,ERRFI1,S302,86231482.84,72143324.91,0.836623963,0.39111279299999996,0.16735629400000002,0.30654467399999996,Chk1
4016,ETV6,S213,11692643.86,13630796.94,1.165758327,0.8168121629999999,1.01837641,0.521757111,ERK1
4051,EZH2,T345,579735444.3,527088767.1,0.909188445,0.801134201,0.364355993,0.520710775,PKCI
4051,EZH2,T345,579735444.3,527088767.1,0.909188445,0.801134201,0.364355993,0.520710775,CDK1
4051,EZH2,T345,579735444.3,527088767.1,0.909188445,0.801134201,0.364355993,0.520710775,CDK2
4052,EZH2,T367,324245842.3,61834737.71,0.19070325600000002,0.000518851,0.170170774,0.6264205110000001,GSK3B
4052,EZH2,T367,324245842.3,61834737.71,0.19070325600000002,0.000518851,0.170170774,0.6264205110000001,P38A
4053,EZH2,T487,1506662517.0,1732436933.0,1.149850689,0.49348444799999996,0.20908081899999997,0.250640133,PKCI
4053,EZH2,T487,1506662517.0,1732436933.0,1.149850689,0.49348444799999996,0.20908081899999997,0.250640133,CDK1
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,PKCT
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,PKCI
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,LRRK2
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,ROCK1
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,GRK2
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,LOK
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,Cot
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,HGK
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,PKCA
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,MST4
4055,EZR,T567,937035108.4,256250666.1,0.27346965300000003,0.0036859090000000002,0.096027604,0.936317414,Akt2
4059,F11R,S284,969848863.1,738579050.2,0.761540358,0.010624564,0.08851216599999999,0.092154889,PKCA
4107,FADD,S194,634442781.6,699272637.2,1.1021839279999999,0.5164620870000001,0.187882164,0.158844142,MKK7
4107,FADD,S194,634442781.6,699272637.2,1.1021839279999999,0.5164620870000001,0.187882164,0.158844142,PLK1
4107,FADD,S194,634442781.6,699272637.2,1.1021839279999999,0.5164620870000001,0.187882164,0.158844142,CK1A
4107,FADD,S194,634442781.6,699272637.2,1.1021839279999999,0.5164620870000001,0.187882164,0.158844142,MEKK1
4108,FAF1,S582,23166708.26,10861659.71,0.46884777899999996,0.041448371,0.292708989,0.43139443200000005,Akt1
4118,FAM103A1,S36,3045347939.0,3166705077.0,1.039850008,0.609436188,0.114229359,0.055776164,ERK2
4152,FAM122A,S143,59612863.36,97472453.79,1.6350909569999998,0.229630712,0.301061459,0.468216698,CDK2
4288,FANCI,S1121,1390094604.0,1008908716.0,0.725784212,0.333334123,0.244563743,0.522923636,ATM
4295,FARSA,S301,6588070.779,21758950.2,3.302780273,0.175639853,1.056304324,0.718681261,ATR
4419,FLNA,S1084,10210722433.0,10450245168.0,1.023457962,0.8669282340000001,0.10345188699999999,0.203265764,CDK1
4420,FLNA,S1459,517067327.6,553557717.6,1.070571835,0.8675534540000001,0.497909351,0.462653311,CDK1
4420,FLNA,S1459,517067327.6,553557717.6,1.070571835,0.8675534540000001,0.497909351,0.462653311,CDK4
4420,FLNA,S1459,517067327.6,553557717.6,1.070571835,0.8675534540000001,0.497909351,0.462653311,CDK6
4421,FLNA,S1630,164116925.4,192676467.8,1.174019482,0.43560048100000004,0.34118837,0.100177159,CDK1
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,PKACA
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,CDK4
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,CDK6
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,p90RSK
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,PAK1
4422,FLNA,S2152,67712781436.0,79287411122.0,1.170937147,0.057999260999999996,0.016420605,0.107233224,Akt1
4436,FLNC,S2233,90189771.15,58177595.01,0.645057574,0.12632747800000002,0.328837001,0.169036114,Akt2
4436,FLNC,S2233,90189771.15,58177595.01,0.645057574,0.12632747800000002,0.328837001,0.169036114,Akt1
4493,FOXK2,S428,23453197.16,34447759.1,1.4687873409999999,0.310284116,0.7151773690000001,0.10878338,CDK1
4493,FOXK2,S428,23453197.16,34447759.1,1.4687873409999999,0.310284116,0.7151773690000001,0.10878338,CDK2
4501,FOXO4,S230,17146120.85,0.0,0.0,0.094395895,0.872664441,0.0,JNK1
4573,FXR1,S420,7469148.768999999,11359032.18,1.520793404,0.7111846470000001,1.732050808,1.01783583,PAK1
4607,GAB2,S623,1223810024.0,1652446798.0,1.350247804,0.051981229000000004,0.16933341,0.13706963,ERK1
4607,GAB2,S623,1223810024.0,1652446798.0,1.350247804,0.051981229000000004,0.16933341,0.13706963,ERK2
4640,GAPVD1,S950,1980721344.0,3008512943.0,1.5188976230000002,0.014136458999999999,0.08962701199999999,0.162620613,CDK1
4675,GBF1,T1337,54742539.18,419902378.7,7.6704951029999995,0.001028495,1.732050808,0.11660363900000001,AMPKA1
4703,GFPT1,S261,10247936.0,10675328.6,1.0417052359999999,0.97290856,1.732050808,1.035554442,CAMK2A
4703,GFPT1,S261,10247936.0,10675328.6,1.0417052359999999,0.97290856,1.732050808,1.035554442,AMPKA1
4715,GINS2,S182,30220168.38,407358220.3,13.47968069,6.709999999999999e-05,0.46012986100000003,0.16095733,ATR
4737,GJA1,S373,8692679.004,0.0,0.0,0.355917684,1.732050808,0.0,PKACA
4737,GJA1,S373,8692679.004,0.0,0.0,0.355917684,1.732050808,0.0,Akt1
4783,GMPS,T318,107678492.4,55119473.28,0.511889348,0.079115666,0.254816952,0.6029319439999999,CDK1
4804,GOLGA4,S71,3931175972.0,4387473074.0,1.116071401,0.067506964,0.073542795,0.046884319,Chk1
4823,GORASP2,T222,211679706.9,441308512.4,2.084793667,0.002379682,0.22294691600000002,0.143750036,ERK1
4823,GORASP2,T222,211679706.9,441308512.4,2.084793667,0.002379682,0.22294691600000002,0.143750036,ERK2
4887,GPSM2,S408,1063674998.0,887540423.1,0.8344094059999999,0.313238666,0.23759261899999998,0.128266774,PKCA
4889,GPSM3,S35,13575414.92,4064106.465,0.299372541,0.5270765789999999,1.732050808,1.732050808,GSK3A
4903,GRB10,S476,256618397.2,578821097.1,2.255571321,0.183802804,0.322523261,0.625824931,ERK2
4903,GRB10,S476,256618397.2,578821097.1,2.255571321,0.183802804,0.322523261,0.625824931,mTOR
4917,GRK2,S670,1104074262.0,1318871755.0,1.194549859,0.159655753,0.09422650099999999,0.157083778,CDK2
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCD
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCB iso2
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKACA
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,IKKE
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCH
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCA
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCB
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,PKCG
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,Akt1
4936,GSK3A,S21,10521123.67,0.0,0.0,0.228100766,1.290499052,0.0,RSK2
4937,GSK3A,Y279,27562680591.0,29130079987.0,1.056866726,0.77563526,0.18925824100000002,0.25618721699999997,GSK3A
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCD
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,AurA
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCB iso2
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKACA
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,P70S6KB
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCH
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,p90RSK
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,p70S6K
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,SGK3
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCA
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCB
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCG
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,PKCZ
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,KHS1
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,Akt1
4940,GSK3B,S9,592711346.7,567258848.4,0.957057515,0.819225028,0.161631814,0.278230021,RSK2
4944,GSK3B,Y216,1098115556.0,13128734672.0,11.955695,0.000192098,0.327443291,0.194434685,GSK3B
4944,GSK3B,Y216,1098115556.0,13128734672.0,11.955695,0.000192098,0.327443291,0.194434685,MEK1
4944,GSK3B,Y216,1098115556.0,13128734672.0,11.955695,0.000192098,0.327443291,0.194434685,GSK3B iso2
4955,GTF2F1,S385,463551921.2,969187584.8,2.090785391,0.021519724,0.15837226699999998,0.282928283,GTF2F1
4957,GTF2F1,T389,463551921.2,969187584.8,2.090785391,0.021519724,0.15837226699999998,0.282928283,GTF2F1
4966,GTF2I,S784,608294647.5,1207240128.0,1.984630528,0.014900485,0.500449471,0.033750849,PKG1
5006,GYS1,S645,3442215308.0,3790986325.0,1.101321674,0.622125755,0.26648870399999997,0.18867656300000002,P38B
5006,GYS1,S645,3442215308.0,3790986325.0,1.101321674,0.622125755,0.26648870399999997,0.18867656300000002,GSK3B
5008,GYS1,S727,69297852.66,198798595.1,2.868755488,0.34377524600000003,0.858777659,1.05640047,P38B
5078,HDAC1,S421,5631981275.0,6476988319.0,1.150037261,0.21111907600000002,0.134390277,0.111384182,CK2A1
5079,HDAC1,S423,5631981275.0,6476988319.0,1.150037261,0.21111907600000002,0.134390277,0.111384182,CK2A1
5084,HDAC2,S394,47166909409.0,51319154099.0,1.088033003,0.35511024799999996,0.053542112,0.13094592800000002,CK2A1
5094,HDAC7,S155,892808169.1,873096488.0,0.977921706,0.8779737209999999,0.110498586,0.216351656,PRKD1
5094,HDAC7,S155,892808169.1,873096488.0,0.977921706,0.8779737209999999,0.110498586,0.216351656,TAK1
5094,HDAC7,S155,892808169.1,873096488.0,0.977921706,0.8779737209999999,0.110498586,0.216351656,MARK2
5096,HDAC7,S358,1380174846.0,1231324164.0,0.8921508509999999,0.556699315,0.15337367300000002,0.289291591,PRKD1
5173,HIPK2,Y361,979944779.3,1066578956.0,1.088407203,0.282854443,0.12097468,0.043288197,Src
5173,HIPK2,Y361,979944779.3,1066578956.0,1.088407203,0.282854443,0.12097468,0.043288197,HIPK2
